name,id,lat,lon,cumulative_revenue,design_capacity,capital_cost,project_type,traffic_per_day,target_traffic_per_day,fee_effective_year
46,5665,22.3446262,87.1266524,0,0,0,6,0,73351.6728,2021
410,5666,25.7197,93.1279,0,0,0,6,0,73351.6728,2021
278,5667,23.879731,76.909815,0,0,0,6,0,73351.6728,2021
411,5668,21.23198,81.7591667,0,0,0,2,0,73351.6728,2021
622,5669,23.359605,77.221079,0,0,0,6,0,73351.6728,2021
265,5670,14.7928655,77.3621177,0,0,0,6,0,73351.6728,2021
276,5671,21.252824,81.537318,0,0,0,6,0,73351.6728,2021
696,5672,14.1691649,78.1349519,0,0,0,6,0,73351.6728,2021
695,5673,17.14501,79.34495,0,0,0,6,0,73351.6728,2021
243,5674,26.8508333,75.9247222,0,0,0,6,0,73351.6728,2021
615,5675,26.7472222,75.7686111,0,0,0,6,0,73351.6728,2021
80,5676,20.234893,78.017434,0,0,0,6,0,73351.6728,2021
107,5677,26.547568,74.506682,0,0,0,6,0,73351.6728,2021
35,5678,26.935547,73.979626,0,0,0,6,0,73351.6728,2021
126,5679,28.75455,76.7952,0,0,0,6,0,73351.6728,2021
346,5680,17.463853,79.170604,0,0,0,6,0,73351.6728,2021
347,5681,18.011824,79.295938,0,0,0,6,0,73351.6728,2021
634,5682,26.052019,70.206006,0,0,0,6,0,73351.6728,2021
94,5683,26.997191,84.375456,0,0,0,6,0,73351.6728,2021
223,5684,26.513044,70.277217,0,0,0,6,0,73351.6728,2021
334,5685,27.143983,70.388192,0,0,0,6,0,73351.6728,2021
587,5686,26.687284,88.230461,0,0,0,6,0,73351.6728,2021
211,5687,21.318554,69.909762,0,0,0,6,0,73351.6728,2021
199,5688,25.5852416,70.8141667,0,0,0,6,0,73351.6728,2021
614,5689,24.9513888,71.1511111,0,0,0,6,0,73351.6728,2021
175,5690,24.9463888,71.4225,0,0,0,6,0,73351.6728,2021
341,5691,21.61976,72.1415933,0,0,0,6,0,73351.6728,2021
453,5692,20.916389,71.321944,0,0,0,6,0,73351.6728,2021
607,5693,26.8219,83.29387,0,0,0,6,0,73351.6728,2021
140,5694,22.7777,82.48068,0,0,0,6,0,73351.6728,2021
491,5695,23.19509,82.92553,0,0,0,6,0,73351.6728,2021
321,5696,20.60611,79.82361,0,0,0,6,0,73351.6728,2021
49,5697,13.30534,79.11473,0,0,0,6,0,73351.6728,2021
134,5698,14.77064,78.36504,0,0,0,6,0,73351.6728,2021
285,5699,23.21784,86.936479,0,0,0,6,0,73351.6728,2021
327,5700,21.703044,79.433797,0,0,0,6,0,73351.6728,2021
426,5701,23.537809,87.12463,0,0,0,6,0,73351.6728,2021
177,5702,27.5786686,81.6335653,0,0,0,6,0,73351.6728,2021
226,5703,30.824455,75.590539,0,0,0,6,0,73351.6728,2021
315,5704,20.41813,86.02029,0,0,0,6,0,73351.6728,2021
74,5705,25.23225,87.01002,0,0,0,6,0,73351.6728,2021
363,5706,28.62808,77.78575,0,0,0,6,0,73351.6728,2021
311,5707,26.3191,87.90342,0,0,0,6,0,73351.6728,2021
34,5708,19.17306,75.3424,0,0,0,6,0,73351.6728,2021
528,5709,29.624188,76.786401,0,0,0,6,0,73351.6728,2021
147,5710,25.62096,78.476725,0,0,0,2,0,73351.6728,2021
271,5711,23.796836,78.546162,0,0,0,6,0,73351.6728,2021
591,5712,30.00135,77.42393,0,0,0,6,0,73351.6728,2021
123,5713,29.585833,77.778333,0,0,0,6,0,73351.6728,2021
42,5714,29.91215,78.02168,0,0,0,6,0,73351.6728,2021
585,5715,30.04082,77.38787,0,0,0,6,0,73351.6728,2021
78,5716,29.931253,77.820383,0,0,0,6,0,73351.6728,2021
556,5717,25.7261111,81.9255555,0,0,0,6,0,73351.6728,2021
242,5718,13.10819,74.78444,0,0,0,6,0,73351.6728,2021
389,5719,22.54994,79.60109,0,0,0,6,0,73351.6728,2021
275,5720,12.21389,76.66306,0,0,0,6,0,73351.6728,2021
693,5721,12.2437,76.88332,0,0,0,6,0,73351.6728,2021
289,5722,11.78008,76.61368,0,0,0,6,0,73351.6728,2021
233,5723,25.11559,81.75417,0,0,0,6,0,73351.6728,2021
448,5724,25.29878,81.94765,0,0,0,6,0,73351.6728,2021
661,5725,25.27192,81.74293,0,0,0,6,0,73351.6728,2021
481,5726,26.15387,71.27751,0,0,0,6,0,73351.6728,2021
464,5727,25.485729,72.569789,0,0,0,6,0,73351.6728,2021
219,5729,25.992661,75.9384815,0,0,0,6,0,73351.6728,2021
91,5730,21.5058155,85.0582372,0,0,0,6,0,73351.6728,2021
309,5731,27.2046,77.4977,0,0,0,6,0,73351.6728,2021
434,5732,16.06238,79.30513,0,0,0,6,0,73351.6728,2021
197,5734,28.47524,72.61884,0,0,0,6,0,73351.6728,2021
63,5735,28.047877,72.349573,0,0,0,6,0,73351.6728,2021
598,5736,27.51125,72.27998,0,0,0,6,0,73351.6728,2021
425,5737,16.026029,79.48465,0,0,0,6,0,73351.6728,2021
506,5738,15.46596,79.07232,0,0,0,6,0,73351.6728,2021
600,5739,26.94928,81.25645,0,0,0,6,0,73351.6728,2021
613,5740,17.590143,79.276497,0,0,0,6,0,73351.6728,2021
344,5741,22.44634,86.59847,0,0,0,6,0,73351.6728,2021
240,5742,24.0445225,85.3856876,0,0,0,6,0,73351.6728,2021
268,5743,29.164995,77.276135,0,0,0,6,0,73351.6728,2021
326,5744,29.394776,76.252134,0,0,0,6,0,73351.6728,2021
583,5745,30.892075,77.004646,0,0,0,6,0,73351.6728,2021
573,5746,30.19749,76.50534,0,0,0,6,0,73351.6728,2021
649,5747,29.91029,76.50666,0,0,0,6,0,73351.6728,2021
110,5748,31.017874,75.299925,0,0,0,6,0,73351.6728,2021
354,5749,30.82689,74.916494,0,0,0,6,0,73351.6728,2021
665,5750,31.37021,74.95469,0,0,0,6,0,73351.6728,2021
355,5751,24.54,86.95,0,0,0,6,0,73351.6728,2021
543,5752,29.407553,78.446612,0,0,0,6,0,73351.6728,2021
68,5753,14.500116,77.796611,0,0,0,6,0,73351.6728,2021
269,5755,14.987394,77.915283,0,0,0,6,0,73351.6728,2021
470,5756,24.285173,86.348624,0,0,0,6,0,73351.6728,2021
261,5757,28.91709,28.91709,0,0,0,4,0,73351.6728,2021
423,5758,28.28198,77.43815,0,0,0,4,0,73351.6728,2021
122,5759,28.09952,77.36404,0,0,0,4,0,73351.6728,2021
424,5760,28.87713,77.25082,0,0,0,4,0,73351.6728,2021
176,5761,28.73377,77.47471,0,0,0,4,0,73351.6728,2021
155,5762,28.68572,77.53373,0,0,0,4,0,73351.6728,2021
92,5763,28.52294,77.59598,0,0,0,4,0,73351.6728,2021
187,5764,28.43818,77.58719,0,0,0,4,0,73351.6728,2021
523,5765,23.131971,76.689998,0,0,0,6,0,73351.6728,2021
1,5766,27.486582,78.79216,0,0,0,6,0,73351.6728,2021
29,5768,28.4762963,77.3056512,0,0,0,2,0,73351.6728,2021
492,5769,25.134123,79.37991,0,0,0,6,0,73351.6728,2021
192,5770,13.478827,79.188024,0,0,0,6,0,73351.6728,2021
374,5771,33.50381,75.18015,0,0,0,6,0,73351.6728,2021
660,5772,33.5661,75.18689,0,0,0,6,0,73351.6728,2021
509,5773,26.573915,88.522596,0,0,0,6,0,73351.6728,2021
249,5774,26.5605725,88.9195854,0,0,0,6,0,73351.6728,2021
50,5775,13.07541,77.48594,0,0,0,2,0,73351.6728,2021
207,5776,27.443591,82.924243,0,0,0,6,0,73351.6728,2021
422,5777,24.577226,80.690857,0,0,0,6,0,73351.6728,2021
163,5778,24.779103,79.828395,0,0,0,6,0,73351.6728,2021
658,5779,25.2426039,85.7863632,0,0,0,6,0,73351.6728,2021
494,5780,21.62325,86.925376,0,0,0,6,0,73351.6728,2021
629,5781,22.07456,86.643509,0,0,0,6,0,73351.6728,2021
345,5783,8.92166,76.57579,0,0,0,6,0,73351.6728,2021
412,5784,22.050977,75.1191572,0,0,0,6,0,73351.6728,2021
466,5785,21.016609,75.684364,0,0,0,6,0,73351.6728,2021
188,5786,21.040041,75.829323,0,0,0,2,0,73351.6728,2020
277,5787,33.87457,75.04281,0,0,0,6,0,73351.6728,2021
667,5788,14.67048,77.45172,0,0,0,6,0,73351.6728,2021
594,5789,27.144604,83.562172,0,0,0,6,0,73351.6728,2021
282,5790,25.494937,83.147623,0,0,0,6,0,73351.6728,2021
44,5791,24.946554,92.756124,0,0,0,6,0,73351.6728,2021
689,5792,23.022194,77.570611,0,0,0,6,0,73351.6728,2021
41,5793,22.781523,77.733774,0,0,0,6,0,73351.6728,2021
514,5794,22.010617,82.323591,0,0,0,6,0,73351.6728,2021
257,5795,29.244179,78.884934,0,0,0,6,0,73351.6728,2021
181,5796,23.180503,85.57528,0,0,0,6,0,73351.6728,2021
135,5797,17.078508,77.581042,0,0,0,6,0,73351.6728,2021
449,5798,16.74527,78.2858,0,0,0,6,0,73351.6728,2021
220,5799,17.673312,78.371721,0,0,0,6,0,73351.6728,2021
42,5800,29.923433,78.021434,0,0,0,6,0,73351.6728,2021
306,5804,11.576895,78.936138,0,0,0,6,0,73351.6728,2021
698,5805,12,12,0,0,0,6,0,73351.6728,1980
